accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
ENCFF342CAC,hg19,"[1, 2]",bigWig,4406701191,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/8e053f1b-06e7-4259-8d59-b9d9bf50c99a/ENCFF342CAC.bigWig,human,HEK293,ZNF350
ENCFF926PVX,hg19,"[1, 2]",bigWig,2336654093,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/f88ef5a8-f2a0-4a1d-bff2-8514804fd6f8/ENCFF926PVX.bigWig,human,MCF-7,ESRRA
ENCFF247XOF,hg19,"[1, 2]",bigWig,466469300,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/07/c8cc2d11-b12f-450b-90ea-a4ae56119c70/ENCFF247XOF.bigWig,human,HepG2,ZBTB7A
ENCFF632FVW,hg19,"[1, 2]",bigWig,708964042,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/802e6d1e-31db-47c9-9b81-be0159ef1a78/ENCFF632FVW.bigWig,human,HepG2,EP300
ENCFF284WGX,hg19,"[1, 2]",bigWig,851082532,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/67d100c4-bd4a-404e-a592-ed6319c1b28d/ENCFF284WGX.bigWig,human,DND-41,H2AFZ
ENCFF586CXD,hg19,"[1, 2]",bigWig,2330050477,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/6aae4e62-8336-4e24-95a3-c68cde40ab09/ENCFF586CXD.bigWig,human,HepG2,ZBTB40
ENCFF620ERQ,hg19,"[1, 2]",bigWig,2186295104,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/fda209fd-4574-45cd-ad6c-396cb7622800/ENCFF620ERQ.bigWig,human,MCF-7,BMI1
ENCFF758MEL,hg19,"[1, 2]",bigWig,2631676384,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/28/9f72b0d9-99ac-4d62-b058-3605cf14a43f/ENCFF758MEL.bigWig,human,K562,KDM1A
ENCFF829LBX,hg19,"[1, 2]",bigWig,1821865462,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/dd26de88-e08d-4984-98e9-ad529ed6eebb/ENCFF829LBX.bigWig,human,C4-2B,H3K27ac
ENCFF633TLX,hg19,"[1, 2]",bigWig,633918672,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/8b8c9a36-3c9f-4579-a607-a8a731e13e32/ENCFF633TLX.bigWig,human,K562,HCFC1
ENCFF989VKY,hg19,"[3, 4]",bigWig,1697752046,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/0b55868d-8bdb-44aa-8864-cb86e69dba0b/ENCFF989VKY.bigWig,human,K562,RB1
ENCFF103XPY,hg19,"[1, 2]",bigWig,1655828931,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/d789f42f-0ecd-47d8-9930-7fde60aab532/ENCFF103XPY.bigWig,human,K562,E2F7
ENCFF796WXE,hg19,"[1, 2]",bigWig,1319565527,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/02/97ad8445-2658-4a61-b5de-b18a0c0de473/ENCFF796WXE.bigWig,human,H9,H3K4me3
ENCFF560MPE,hg19,"[1, 2]",bigWig,1287905756,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/06b62965-bb44-41d2-9a14-b32f481bb0bb/ENCFF560MPE.bigWig,human,GM12878,CBX3
ENCFF172UMG,hg19,"[1, 2]",bigWig,2333828353,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/16/9eb7827a-61c5-45eb-813b-76e17a2e09e8/ENCFF172UMG.bigWig,human,HEK293,ZNF394
ENCFF905ZIF,hg19,"[1, 2]",bigWig,1948498826,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/e551b2d9-0ff0-43a3-a358-afacace06c34/ENCFF905ZIF.bigWig,human,K562,PHF20
ENCFF133LHQ,hg19,"[1, 2]",bigWig,2344054144,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/aa7a1dcd-bda9-485d-b920-3f9da110d3a3/ENCFF133LHQ.bigWig,human,GM12878,ZNF24
ENCFF970JDX,hg19,"[1, 2]",bigWig,367495110,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/f2e3d1f6-4e84-4d63-8de8-c366fd8fdd88/ENCFF970JDX.bigWig,human,GM12892,POLR2AphosphoS5
ENCFF321EPM,hg19,"[1, 2]",bigWig,1730031133,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/2f5669ad-f1d0-433b-9608-73ad69d5a2dc/ENCFF321EPM.bigWig,human,K562,CBFA2T3
ENCFF046VUF,hg19,"[1, 2]",bigWig,2007795405,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/5a113058-c1cb-4103-af1e-c01ec3a10ffd/ENCFF046VUF.bigWig,human,MCF-7,SMARCE1
ENCFF307ORU,hg19,"[1, 2]",bigWig,1121182481,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/01/9c527a3b-9b93-419a-86b6-f7a4b7947583/ENCFF307ORU.bigWig,human,SK-N-SH,JUND
ENCFF786WZY,hg19,"[1, 2]",bigWig,2402606295,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/a2d1b362-7a5f-4282-b17f-e299230f87d3/ENCFF786WZY.bigWig,human,MCF-7,ELF1
ENCFF998OVR,hg19,"[1, 2]",bigWig,2359855282,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/a5aa9da7-a08f-4686-8c9e-23fc60faeb1a/ENCFF998OVR.bigWig,human,GM12878,ZNF217
ENCFF931GHS,hg19,"[1, 2]",bigWig,387714464,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/10/27/d42e04d4-a85b-4091-9526-89e117040507/ENCFF931GHS.bigWig,human,Panc1,H3K4me3
ENCFF357DZZ,hg19,"[1, 2]",bigWig,494797768,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/fc565d5d-135f-4ff8-9d79-769fee894771/ENCFF357DZZ.bigWig,human,Ishikawa,POLR2A
ENCFF317QLL,hg19,"[1, 2]",bigWig,2045796640,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/03/52ed3107-4946-40d8-8fd9-d78f6c370db4/ENCFF317QLL.bigWig,human,K562,TRIP13
ENCFF373XUB,hg19,"[2, 3]",bigWig,1861387606,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/18/63530c2e-a12a-48a4-9fb4-d312a3f6d089/ENCFF373XUB.bigWig,human,K562,RLF
ENCFF300XQO,hg19,"[1, 2]",bigWig,525661646,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/07/73a94dc5-990e-4899-bc56-dd664ba6d14a/ENCFF300XQO.bigWig,human,A549,FOXA1
ENCFF945FJC,hg19,"[1, 2]",bigWig,204756176,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/06/77b0632d-8d05-4a96-9b38-62451516ffe3/ENCFF945FJC.bigWig,human,SK-N-SH,H3K4me3
ENCFF587SQF,hg19,"[1, 2]",bigWig,837791304,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/01/27/497bfa66-cf61-4922-ad7d-f97fe5db25be/ENCFF587SQF.bigWig,human,GM23338,POU5F1
ENCFF251XOX,hg19,"[1, 2]",bigWig,1845740358,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/c42cbce2-ef02-4d1f-9f73-4cd41fd71243/ENCFF251XOX.bigWig,human,K562,PRDM10
ENCFF689STD,hg19,"[1, 3]",bigWig,1290853767,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/17/3447f8f3-8394-438c-aaa5-1299029c05a9/ENCFF689STD.bigWig,human,SU-DHL-6,H3K27ac
ENCFF772YTJ,hg19,"[3, 4]",bigWig,1874964888,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/0c73404a-4f13-4122-8188-c05d57f483b4/ENCFF772YTJ.bigWig,human,K562,LEF1
ENCFF467ZIF,hg19,"[1, 2]",bigWig,1100890524,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/04/5e682c91-f294-4ffd-90b7-3fdc2eb332a1/ENCFF467ZIF.bigWig,human,DND-41,H3K27ac
ENCFF332MPG,hg19,"[1, 2]",bigWig,1977485198,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/3e9559fe-8a74-4c7a-bdec-872814ac34b6/ENCFF332MPG.bigWig,human,OCI-LY3,H3K27me3
ENCFF080SUU,hg19,"[1, 2]",bigWig,1495861483,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/219a5004-314a-4ac2-9c99-95994588924a/ENCFF080SUU.bigWig,human,K562,TAF7
ENCFF109WRJ,hg19,"[1, 2]",bigWig,634416735,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/e23b1ec9-248e-4f48-b620-028ca7643aa7/ENCFF109WRJ.bigWig,human,HepG2,JUND
ENCFF225IIE,hg19,"[1, 2]",bigWig,1988289679,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/23/733722a8-c419-4008-abbf-7433381c7913/ENCFF225IIE.bigWig,human,PC-3,H3K36me3
ENCFF498PTW,hg19,"[1, 2]",bigWig,1887817498,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/6bb12e5a-3211-4d00-8817-d29076a7a0a6/ENCFF498PTW.bigWig,human,OCI-LY3,H3K4me1
ENCFF869JUP,hg19,"[1, 2]",bigWig,1647808070,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/5b01c4fd-c984-498a-b584-5b44f35b378b/ENCFF869JUP.bigWig,human,PC-3,H3K4me2
ENCFF685CBJ,hg19,"[1, 2]",bigWig,893534282,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/10/29/83bb58d2-69d7-4b79-9183-89589a3c15a1/ENCFF685CBJ.bigWig,human,DOHH2,H3K4me2
ENCFF132BCE,hg19,"[1, 2]",bigWig,1959460741,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/f71334b1-f4d3-4681-830a-9d3e83c3c023/ENCFF132BCE.bigWig,human,PC-3,H3K9me3
ENCFF491HEO,hg19,"[1, 2]",bigWig,634494695,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/0b010c81-7ea3-4bf3-9a1e-654a70d292f4/ENCFF491HEO.bigWig,human,H1,RAD21
ENCFF099HRD,hg19,"[1, 2]",bigWig,2283757396,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/5a5534f9-9920-4537-9108-df8ea8db8092/ENCFF099HRD.bigWig,human,MCF-7,H3K4me1
ENCFF728AHV,hg19,"[1, 2]",bigWig,546406020,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/c2adc724-ccdf-4e68-b241-3e71e76ed24b/ENCFF728AHV.bigWig,human,SK-N-SH,REST
ENCFF016OLO,hg19,"[1, 2]",bigWig,1847496466,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/4ad90998-51f1-4653-99a5-9839b0192d60/ENCFF016OLO.bigWig,human,PC-3,H2AFZ
ENCFF057EOU,hg19,"[1, 2]",bigWig,1519386484,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/64b78eed-4854-492c-bd79-f9f63c478f33/ENCFF057EOU.bigWig,human,OCI-LY3,H3K4me3
ENCFF219MFQ,hg19,"[1, 2]",bigWig,1933257592,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/08/3a9d2495-f1b8-4ab2-af12-b72b740a9f1d/ENCFF219MFQ.bigWig,human,PC-3,H3K79me2
ENCFF783ZIE,hg19,"[1, 2]",bigWig,1534796890,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/f60b2e07-7336-4b15-8bb6-00240f13e500/ENCFF783ZIE.bigWig,human,MCF-7,H3K4me3
ENCFF937HVX,hg19,"[1, 2]",bigWig,482267495,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/065db360-1684-44bc-b4d9-8d1f03693f50/ENCFF937HVX.bigWig,human,K562,UBTF
ENCFF695UUN,hg19,"[1, 2]",bigWig,1890754678,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/51999b79-bdc9-4f0a-8875-a521983d342a/ENCFF695UUN.bigWig,human,OCI-LY3,H3K79me2
ENCFF799XTO,hg19,"[1, 2]",bigWig,669771925,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/14/b9ab81bd-2691-4560-926e-7b32152d075c/ENCFF799XTO.bigWig,human,DOHH2,H3K27ac
ENCFF343WKF,hg19,"[1, 2]",bigWig,1689267056,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/27/e20b0593-d3da-448e-bb9a-1131108583cd/ENCFF343WKF.bigWig,human,PC-3,CTCF
ENCFF903YWQ,hg19,"[1, 2]",bigWig,941225788,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/c46c5b51-d466-4958-b09c-e1edd13cbc88/ENCFF903YWQ.bigWig,human,GM23338,ETS1
ENCFF634GOL,hg19,"[1, 2]",bigWig,1482770097,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/529551fe-00b1-4c40-85ce-524f72b65341/ENCFF634GOL.bigWig,human,OCI-LY1,H2AFZ
ENCFF230NBV,hg19,"[2, 3]",bigWig,2326527156,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/06/ca1efb31-b294-47f0-86ef-30b610260175/ENCFF230NBV.bigWig,human,K562,MTA3
ENCFF332ZCB,hg19,"[1, 2]",bigWig,1719374831,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/13/391b89b0-377f-457e-85b0-e414a3adfc54/ENCFF332ZCB.bigWig,human,H1,HDAC2
ENCFF082CZO,hg19,"[1, 2]",bigWig,2382085231,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/2c10c217-9d1d-4dc9-be25-bd6e8912aa28/ENCFF082CZO.bigWig,human,GM12878,ZNF687
ENCFF182CLS,hg19,"[1, 2]",bigWig,2051316031,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/e483ec42-b5c3-4531-87df-80d781ddd743/ENCFF182CLS.bigWig,human,MCF-7,ZNF24
ENCFF529CKP,hg19,"[1, 2]",bigWig,1162747988,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/30/ef066b41-f25d-4cb5-bb6c-931625b80dad/ENCFF529CKP.bigWig,human,GM23338,NANOG
ENCFF363DJS,hg19,"[1, 2]",bigWig,672424316,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/a4a2f88a-66f1-4de4-9f91-113e03f70ab9/ENCFF363DJS.bigWig,human,HepG2,PBX2
ENCFF921GJR,hg19,"[1, 2]",bigWig,1173260041,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/07/2be5d708-0646-4d32-b736-f9cb06f52068/ENCFF921GJR.bigWig,human,SK-N-MC,H3K27ac
ENCFF654TNX,hg19,"[1, 2]",bigWig,2013485089,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/6fd6a227-2e8e-4834-8f1b-da9b08927131/ENCFF654TNX.bigWig,human,Karpas-422,H3K4me1
ENCFF140EHF,hg19,"[1, 2]",bigWig,785583806,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/5f5fa294-a924-4d73-bd73-c8effa57ff6c/ENCFF140EHF.bigWig,human,GM23338,POLR2AphosphoS5
ENCFF336XOJ,hg19,"[1, 2]",bigWig,1514530433,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/09/0e496129-4109-42eb-8071-945549130735/ENCFF336XOJ.bigWig,human,OCI-LY7,CTCF
ENCFF058ECD,hg19,"[1, 2]",bigWig,1373699572,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/b1c17155-cded-4ae8-94d5-743cbac1e980/ENCFF058ECD.bigWig,human,Karpas-422,H2AFZ
ENCFF133SDO,hg19,"[1, 2]",bigWig,435622910,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/e453ff0a-19b4-4c79-94ad-6eb07e60505a/ENCFF133SDO.bigWig,human,GM12878,STAT3
ENCFF163KRR,hg19,"[1, 2]",bigWig,2347615591,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/423ca44e-a21f-4b76-acb4-dd411e1fba8e/ENCFF163KRR.bigWig,human,MCF-7,COPS2
ENCFF183HLA,hg19,"[1, 2]",bigWig,2063055984,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/d4889603-50eb-4f1b-9333-951652080d8e/ENCFF183HLA.bigWig,human,OCI-LY3,H3K36me3
ENCFF865SUF,hg19,"[1, 2]",bigWig,1020518546,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/01/27/04b70820-d280-45b0-8745-31ab11b64ae2/ENCFF865SUF.bigWig,human,GM12878,SMAD5
ENCFF845AKT,hg19,"[1, 2]",bigWig,1493680545,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/1b355c0c-0c6e-4372-b527-e8576d043b90/ENCFF845AKT.bigWig,human,OCI-LY1,H3K9ac
ENCFF252LLM,hg19,"[1, 2]",bigWig,1176079357,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/add00ee4-bbb0-4f33-80e8-500f69c4a754/ENCFF252LLM.bigWig,human,OCI-LY7,H3K4me2
ENCFF826JAZ,hg19,"[1, 2]",bigWig,2304153813,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/cb7dcefe-757e-4312-a1e2-912075f8805f/ENCFF826JAZ.bigWig,human,RWPE1,CTCF
ENCFF859AQD,hg19,"[1, 2]",bigWig,1212382481,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/18/23b1db8e-cd23-473c-9d3b-91f8ebd614e2/ENCFF859AQD.bigWig,human,HCT116,H3K4me3
ENCFF057GFU,hg19,"[1, 2]",bigWig,448510039,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/10/27/07b56e3e-da49-43a6-869c-d4060c1c74e9/ENCFF057GFU.bigWig,human,HCT116,H3K4me3
ENCFF103BLN,hg19,"[1, 2]",bigWig,2043875947,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/6e53a289-8333-4466-a14c-053f8425712e/ENCFF103BLN.bigWig,human,MCF-7,H2AFZ
ENCFF322WVK,hg19,"[1, 2]",bigWig,2447432818,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/16/114d64e6-a450-4916-abc7-4f2e2223ce62/ENCFF322WVK.bigWig,human,HEK293,ZNF366
ENCFF039XYU,hg19,"[1, 2]",bigWig,2377161840,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/02/728e0c2d-dcc8-431c-a42e-6e242677349f/ENCFF039XYU.bigWig,human,RWPE1,H3K27ac
ENCFF879MML,hg19,"[1, 2]",bigWig,1107109011,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/02/29/806815a8-119c-417a-8c9b-067f1a26ca82/ENCFF879MML.bigWig,human,K562,CREB3
ENCFF998NCA,hg19,"[1, 2]",bigWig,2086529056,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/2eac8ee3-5859-47aa-ad88-d4f94540b2ba/ENCFF998NCA.bigWig,human,MCF-7,H3K4me2
ENCFF343HCA,hg19,"[1, 2]",bigWig,1992807016,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/09/ef26864f-35dd-42f0-840c-ed9c98ff805d/ENCFF343HCA.bigWig,human,PC-3,H3K27me3
ENCFF109YKY,hg19,"[1, 2]",bigWig,1274187817,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/b3ad82ea-19c9-453b-877a-cf2c4677d75e/ENCFF109YKY.bigWig,human,OCI-LY3,H3K27ac
ENCFF116IAW,hg19,"[1, 2]",bigWig,1081797310,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/25/9fa0269b-d064-467e-afdb-95ed9e85267b/ENCFF116IAW.bigWig,human,HEK293,TRIM28
ENCFF026UBH,hg19,"[1, 2]",bigWig,1479329858,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/05/c8af28e2-af8a-4be9-856d-d31f4386d61e/ENCFF026UBH.bigWig,human,DOHH2,EZH2phosphoT487
ENCFF489AGF,hg19,"[2, 3]",bigWig,2215448513,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/4cbdd2d0-f1fc-4b10-947a-f07822913378/ENCFF489AGF.bigWig,human,GM12878,ARNT
ENCFF161MIG,hg19,"[1, 2]",bigWig,2027588246,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/11/f1afcf73-f5da-438c-ac5d-f2e1764aea2c/ENCFF161MIG.bigWig,human,A549,H3K9me3
ENCFF367HWH,hg19,"[1, 2]",bigWig,1851883568,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/20/6b91384a-1428-4b3e-8119-98aacea4de3d/ENCFF367HWH.bigWig,human,K562,ID3
ENCFF152DJG,hg19,"[1, 2]",bigWig,723001654,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/10/13/4b295f2c-b9df-42e4-9777-1a34f13ff804/ENCFF152DJG.bigWig,human,K562,EP300
ENCFF563OKQ,hg19,"[1, 2]",bigWig,1325804868,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/13/e9097361-7b97-4520-8b83-a88c2c26e36e/ENCFF563OKQ.bigWig,human,HCT116,H3K4me2
ENCFF289TVJ,hg19,"[1, 2]",bigWig,995901692,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/537b4eb9-86c4-4a66-a44b-49dbf4269c9c/ENCFF289TVJ.bigWig,human,HeLa-S3,EP300
ENCFF773DLD,hg19,"[1, 2]",bigWig,1030069819,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/73f92774-6292-47a8-acf1-7b72a8caf510/ENCFF773DLD.bigWig,human,HepG2,RBPJ
ENCFF362SVS,hg19,"[1, 2]",bigWig,845961814,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/303bbfbd-ea78-4cbf-b46b-11afb0a1dbfc/ENCFF362SVS.bigWig,human,GM12878,TARDBP
ENCFF689TMV,hg19,"[1, 2]",bigWig,859018451,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/2a64fc19-8f6c-441f-a3a5-ded064c464e3/ENCFF689TMV.bigWig,human,K562,H3K4me3
ENCFF887SOZ,hg19,"[1, 2]",bigWig,538238528,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/07/b71175d3-dfe8-4a21-9120-6b483e46a637/ENCFF887SOZ.bigWig,human,H1,EP300
ENCFF597SRK,hg19,"[1, 2]",bigWig,827163378,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/25/67a55a60-4ca9-4c8c-b2a5-f21913c26c74/ENCFF597SRK.bigWig,human,A549,H3K27ac
ENCFF664FHN,hg19,"[1, 2]",bigWig,1608443889,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/11/bf4673a4-baba-4be7-a15d-48fd16a4069a/ENCFF664FHN.bigWig,human,A549,H2AFZ
ENCFF246LTM,hg19,"[1, 2]",bigWig,798440755,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/41d9b4a7-1c49-4f79-88be-d2f0a814344d/ENCFF246LTM.bigWig,human,HepG2,ZNF644
ENCFF130JBP,hg19,"[1, 2]",bigWig,586673406,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/11/024a1bdd-5c96-4da9-be88-3f277b8a0a41/ENCFF130JBP.bigWig,human,HCT116,H3K27ac
ENCFF368HBX,hg19,"[1, 2]",bigWig,557809721,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/05/25d7c6cd-9d19-451e-b913-521aaef7ec8f/ENCFF368HBX.bigWig,human,GM12878,POLR2A
ENCFF391MRG,hg19,"[1, 2]",bigWig,1112676768,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/69708f7e-70a2-4091-a7cb-853a5e6ad298/ENCFF391MRG.bigWig,human,HeLa-S3,H3K4me2
ENCFF532VFI,hg19,"[1, 2]",bigWig,1406601989,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/b9bb0762-84b8-4b7b-bc3d-b2afb66d16de/ENCFF532VFI.bigWig,human,HeLa-S3,H2AFZ
ENCFF388WMD,hg19,"[1, 2]",bigWig,802980459,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/05/c41cebc0-8847-4fdf-848d-fbdb57ff30a0/ENCFF388WMD.bigWig,human,HeLa-S3,H3K27ac
ENCFF580GNN,hg19,"[2, 3]",bigWig,4488055864,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/02/4df46a12-1513-4873-abb1-0ccba16d9574/ENCFF580GNN.bigWig,human,HepG2,ZNF24
ENCFF172IQM,hg19,"[1, 2]",bigWig,4229181559,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/20/43e55fe0-ace0-43ca-9c19-5e292b0a9247/ENCFF172IQM.bigWig,human,MCF-7,ZFX
ENCFF285JUZ,hg19,"[1, 2]",bigWig,4203159773,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/27/d5e3920f-90fe-472f-bd63-3be52759d5e5/ENCFF285JUZ.bigWig,human,GM12878,FOXK2
ENCFF828EFM,hg19,"[1, 2]",bigWig,4183540503,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/89086df6-669e-4cae-8c75-9fcc7c11d71c/ENCFF828EFM.bigWig,human,HEK293,eGFP-ZNF174
ENCFF942IMP,hg19,"[1, 2]",bigWig,4172110183,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/17/e2f0f2a3-f9f3-49ad-9c2a-ac539f1119b1/ENCFF942IMP.bigWig,human,GM12878,IKZF2
ENCFF320VKN,hg19,"[1, 2]",bigWig,4069269344,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/09/d870a5d2-6ec4-4d9d-a963-a835e9c62dd2/ENCFF320VKN.bigWig,human,K562,RNF2
ENCFF474SAL,hg19,"[1, 2]",bigWig,4047090936,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/19/e918ca4e-a390-4401-b789-7868f8d0db36/ENCFF474SAL.bigWig,human,K562,NFIC
ENCFF341OHT,hg19,"[1, 2]",bigWig,4045799394,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/71dd011f-ff72-42f7-bc65-f0650021cd1c/ENCFF341OHT.bigWig,human,K562,THRAP3
ENCFF750FNO,hg19,"[1, 2]",bigWig,4017941244,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/19/bd90e4ab-01e4-44e3-aad2-b455e48f8d38/ENCFF750FNO.bigWig,human,K562,ARID1B
ENCFF558SFX,hg19,"[1, 2]",bigWig,2873823345,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/fa80ff99-1d80-41d7-93f9-e7ad739c5502/ENCFF558SFX.bigWig,human,HepG2,TCF12
ENCFF932XMO,hg19,"[1, 2]",bigWig,2851432185,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/541959e3-cb2b-43f6-8605-3f04d07869d6/ENCFF932XMO.bigWig,human,K562,MGA
ENCFF830CCF,hg19,"[1, 2]",bigWig,2845930363,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/158316bb-0098-4d54-a6a4-9edbc336b4e9/ENCFF830CCF.bigWig,human,HepG2,MNT
ENCFF734YKJ,hg19,"[1, 2]",bigWig,2833944338,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/53d8656b-de96-461e-bc3b-b41a9f195887/ENCFF734YKJ.bigWig,human,K562,KDM1A
